Date,Open,High,Low,Close,Adj Close,Volume
2014-07-14,15199.179688,15324.950195,15179.490234,15296.820313,15296.820313,96300
2014-07-15,15354.429688,15441.540039,15346.089844,15395.160156,15395.160156,101000
2014-07-16,15369.660156,15423.959961,15355.000000,15379.299805,15379.299805,98200
2014-07-17,15422.870117,15465.740234,15347.849609,15370.259766,15370.259766,102500
2014-07-18,15174.080078,15220.500000,15110.450195,15215.709961,15215.709961,92200
2014-07-22,15296.419922,15392.019531,15287.929688,15343.280273,15343.280273,115400
2014-07-23,15367.160156,15376.200195,15317.370117,15328.559570,15328.559570,100100
2014-07-24,15350.280273,15383.110352,15232.139648,15284.419922,15284.419922,122000
2014-07-25,15342.459961,15457.870117,15341.690430,15457.870117,15457.870117,119900
2014-07-28,15426.980469,15556.620117,15426.980469,15529.400391,15529.400391,115600
2014-07-29,15564.790039,15632.700195,15556.019531,15618.070313,15618.070313,98800
2014-07-30,15616.889648,15666.620117,15594.889648,15646.230469,15646.230469,117500
2014-07-31,15732.780273,15759.660156,15618.849609,15620.769531,15620.769531,154100
2014-08-01,15511.540039,15602.129883,15501.150391,15523.110352,15523.110352,143300
2014-08-04,15474.650391,15535.620117,15440.209961,15474.500000,15474.500000,123600
2014-08-05,15506.870117,15507.320313,15313.839844,15320.309570,15320.309570,131500
2014-08-06,15260.000000,15271.139648,15121.429688,15159.790039,15159.790039,135500
2014-08-07,15138.719727,15243.059570,15061.990234,15232.370117,15232.370117,143100
2014-08-08,15063.730469,15074.320313,14753.839844,14778.370117,14778.370117,177200
2014-08-11,15022.639648,15161.540039,14973.709961,15130.519531,15130.519531,114600
2014-08-12,15164.730469,15235.980469,15125.929688,15161.309570,15161.309570,89300
2014-08-13,15111.759766,15235.900391,15108.530273,15213.629883,15213.629883,96300
2014-08-14,15284.379883,15338.849609,15272.900391,15314.570313,15314.570313,92700
2014-08-15,15317.150391,15328.339844,15276.990234,15318.339844,15318.339844,88700
2014-08-18,15318.500000,15365.349609,15303.389648,15322.599609,15322.599609,77300
2014-08-19,15451.940430,15476.049805,15429.110352,15449.790039,15449.790039,94200
2014-08-20,15485.929688,15492.879883,15433.719727,15454.450195,15454.450195,92700
